I am using the following nodes: sn[090-091]
My job ID is: 416443
/gpfs/home/borwang
NUM CPUs 28
/gpfs/home/borwang
NUM CPUs 28
ID       Population  PopulationVariation  Compactness
472      691171       759                 0.7202380952380952
2336     691966       36                  0.6829268292682926
2339     696821       4891                0.6927083333333333
307      694597       2667                0.87890625
917      688386       3544                0.7701612903225806
2517     689846       2084                0.5638297872340425
2448     691233       697                 0.5923076923076923
All clusters acceptable after: 284 iterations.
ID       Population  PopulationVariation  Compactness
2401     694450       2520                0.7307692307692308
1146     689486       2444                0.8611111111111112
1435     687983       3947                0.6621621621621622
180      693538       1608                0.5520361990950227
1474     693457       1527                0.757201646090535
273      692080       150                 0.7583333333333333
1805     693563       1633                0.6893203883495146
664      690002       1928                0.7142857142857143
1887     688402       3528                0.6778523489932886
2121     696541       4611                0.6586826347305389
2522     690830       1100                0.7044334975369457
2562     688250       3680                0.5950920245398773
17       696816       4886                0.7468354430379747
122      691629       301                 0.63    
All clusters acceptable after: 337 iterations.
ID       Population  PopulationVariation  Compactness
633      690663       1267                0.6030150753768844
2132     687462       4468                0.8197674418604651
1484     696841       4911                0.6455696202531646
610      687132       4798                0.6666666666666667
372      696188       4258                0.7705627705627706
370      689063       2867                0.8035714285714286
1190     689253       2677                0.8365758754863813
96       696979       5049                0.5521472392638036
1908     693592       1662                0.6407185628742516
2322     691016       914                 0.5491329479768786
989      693200       1270                0.864406779661017
942      694699       2769                0.755   
2170     688234       3696                0.7237354085603113
2243     692705       775                 0.625668449197861
All clusters acceptable after: 195 iterations.
ID       Population  PopulationVariation  Compactness
2428     688329       3601                0.6283783783783784
1754     693371       1441                0.7547169811320755
2055     688706       3224                0.7666666666666666
991      694762       2832                0.7627737226277372
760      694462       2532                0.8032786885245902
340      696899       4969                0.6494252873563218
338      695951       4021                0.5632911392405063
82       690990       940                 0.6740331491712708
1908     688760       3170                0.6096256684491979
1929     687905       4025                0.6216216216216216
971      691724       206                 0.7471264367816092
970      693500       1570                0.7333333333333334
2662     693066       1136                0.7346938775510203
2655     688602       3328                0.575268817204301
All clusters acceptable after: 184 iterations.
ID       Population  PopulationVariation  Compactness
2089     695392       3462                0.6324786324786325
1806     693230       1300                0.7021276595744681
1059     687163       4767                0.7336244541484715
1137     694094       2164                0.8326693227091634
321      691294       636                 0.7453183520599251
774      688745       3185                0.7857142857142857
564      694475       2545                0.6984126984126984
664      693028       1098                0.6820809248554913
1972     695793       3863                0.642156862745098
1973     694953       3023                0.7524752475247525
2821     688819       3111                0.7944444444444445
1824     689270       2660                0.53125 
2602     693004       1074                0.6153846153846154
2604     687767       4163                0.6964285714285714
All clusters acceptable after: 240 iterations.
ID       Population  PopulationVariation  Compactness
100      693749       1819                0.6490384615384616
1778     693510       1580                0.6799999999999999
1496     693271       1341                0.6683937823834196
3011     690891       1039                0.7416267942583732
1013     691832       98                  0.6532663316582914
2084     688412       3518                0.6127450980392157
2177     691180       750                 0.7278106508875739
2057     696523       4593                0.6878306878306879
2151     692303       373                 0.6010928961748634
1292     688122       3808                0.8959276018099548
945      689101       2829                0.8071428571428572
752      695581       3651                0.753968253968254
2808     693166       1236                0.5172413793103448
2802     689386       2544                0.65    
All clusters acceptable after: 356 iterations.
ID       Population  PopulationVariation  Compactness
2554     692236       306                 0.6503496503496504
2739     691563       367                 0.6119402985074627
67       690373       1557                0.6226415094339622
644      691711       219                 0.7095238095238094
552      693194       1264                0.8682170542635659
1971     696808       4878                0.5590909090909091
1171     689252       2678                0.8571428571428572
249      687925       4005                0.8364312267657993
284      693681       1751                0.6746987951807228
2400     683588       8342                0.7944444444444445
35       696377       4447                0.6887755102040816
28       689408       2522                0.7393617021276595
1963     696786       4856                0.5178571428571428
1979     694125       2195                0.4055944055944056
All clusters acceptable after: 239 iterations.
ID       Population  PopulationVariation  Compactness
1429     696154       4224                0.5714285714285714
2736     687283       4647                0.625   
2780     695943       4013                0.6818181818181819
3021     693152       1222                0.7602040816326531
1475     695541       3611                0.6523809523809524
1963     692478       548                 0.7666666666666666
1629     688153       3777                0.7405405405405405
1630     692877       947                 0.678082191780822
1974     688734       3196                0.7567567567567568
2511     693336       1406                0.76    
1024     692648       718                 0.7063492063492063
1025     689859       2071                0.7947598253275109
972      692367       437                 0.8148148148148149
997      688502       3428                0.8552631578947368
All clusters acceptable after: 327 iterations.
ID       Population  PopulationVariation  Compactness
935      690756       1174                0.6030927835051547
1495     689332       2598                0.6431718061674009
1493     693875       1945                0.589041095890411
2408     694887       2957                0.8673469387755102
1888     687363       4567                0.6565656565656566
1889     691544       386                 0.5142857142857142
956      693251       1321                0.7837837837837838
2923     693347       1417                0.49101796407185627
1206     692505       575                 0.8102189781021898
1205     689961       1969                0.8553191489361702
645      693944       2014                0.728448275862069
705      696412       4482                0.6918918918918919
1709     689602       2328                0.7142857142857143
1700     690248       1682                0.5882352941176471
All clusters acceptable after: 210 iterations.
ID       Population  PopulationVariation  Compactness
3024     690998       932                 0.6963350785340314
1861     695254       3324                0.7111111111111111
100      689318       2612                0.7117117117117118
797      695849       3919                0.8546255506607929
749      695359       3429                0.719626168224299
1899     689552       2378                0.6893203883495146
1913     693131       1201                0.725609756097561
3010     687578       4352                0.9069767441860466
3011     692137       207                 0.6470588235294117
1956     687744       4186                0.8709677419354839
1947     689455       2475                0.6742857142857143
9        696998       5068                0.8396946564885497
2775     688244       3686                0.7098445595854923
2777     695410       3480                0.6825396825396826
All clusters acceptable after: 356 iterations.
ID       Population  PopulationVariation  Compactness
910      690213       1717                0.8359375
2177     689480       2450                0.6947791164658634
1781     687903       4027                0.7526315789473684
995      691029       901                 0.810077519379845
1760     686978       4952                0.8402061855670103
1819     690162       1768                0.525974025974026
768      695177       3247                0.8869565217391304
1153     688032       3898                0.6763285024154589
1430     695833       3903                0.75    
1440     692536       606                 0.6783216783216783
2676     695444       3514                0.6223404255319149
2610     694994       3064                0.5852272727272727
2124     697119       5189                0.7044334975369457
2181     692127       197                 0.7875  
All clusters acceptable after: 371 iterations.
ID       Population  PopulationVariation  Compactness
921      696224       4294                0.6804123711340206
754      696320       4390                0.8783783783783784
2210     694402       2472                0.625   
2535     691741       189                 0.6702702702702703
2871     687418       4512                0.8339350180505415
2872     694158       2228                0.728813559322034
649      692971       1041                0.7688679245283019
648      687904       4026                0.6571428571428571
340      692619       689                 0.628930817610063
448      692836       906                 0.7991803278688525
447      687025       4905                0.7150000000000001
1659     689502       2428                0.6544502617801047
1992     693273       1343                0.7784431137724551
1761     690634       1296                0.5234899328859061
All clusters acceptable after: 302 iterations.
ID       Population  PopulationVariation  Compactness
1999     691879       51                  0.7305389221556886
1447     689107       2823                0.7058823529411764
1969     694727       2797                0.6871508379888268
941      696473       4543                0.7348837209302326
1074     688058       3872                0.6799999999999999
2662     691059       871                 0.6586538461538461
1995     695229       3299                0.6851851851851851
763      695502       3572                0.8518518518518519
2578     688846       3084                0.7150000000000001
2583     692777       847                 0.6474358974358974
1178     688793       3137                0.7238805970149254
1180     691334       596                 0.8740157480314961
1575     693500       1570                0.7823529411764706
1470     689743       2187                0.7050359712230216
All clusters acceptable after: 227 iterations.
ID       Population  PopulationVariation  Compactness
2513     694947       3017                0.6054054054054054
689      696259       4329                0.6588235294117647
1703     688429       3501                0.8633879781420765
1698     690919       1011                0.6411764705882352
1964     688010       3920                0.7202072538860104
1971     692609       679                 0.6183206106870229
2669     687284       4646                0.6379310344827587
917      690618       1312                0.7626459143968871
307      692081       151                 0.7021276595744681
2583     696127       4197                0.6351351351351351
807      694563       2633                0.8416988416988417
857      690416       1514                0.8859649122807017
2927     690427       1503                0.6205357142857143
2930     694338       2408                0.5733333333333333
All clusters acceptable after: 295 iterations.
ID       Population  PopulationVariation  Compactness
2113     689323       2607                0.651685393258427
688      694868       2938                0.65625 
1487     694987       3057                0.7625  
2339     692213       283                 0.6336206896551724
656      688503       3427                0.7151162790697674
603      694219       2289                0.76    
784      689666       2264                0.8143459915611815
944      688885       3045                0.6846846846846847
1990     689413       2517                0.8368421052631578
1991     692688       758                 0.6627218934911243
2687     691463       467                 0.6782608695652175
2478     689886       2044                0.5960591133004927
2541     694044       2114                0.6793478260869565
2543     696869       4939                0.6     
All clusters acceptable after: 287 iterations.
ID       Population  PopulationVariation  Compactness
2944     696615       4685                0.8516483516483516
1994     692141       211                 0.6872037914691943
1895     693839       1909                0.5823529411764705
916      689015       2915                0.8115384615384615
1154     696095       4165                0.8634361233480177
1152     688845       3085                0.6352941176470588
1781     688780       3150                0.5760000000000001
3004     689612       2318                0.8113879003558719
2948     693773       1843                0.6987951807228916
2182     693909       1979                0.6881720430107527
2181     692969       1039                0.7119565217391304
645      689246       2684                0.6567164179104478
2523     687284       4646                0.6968503937007874
2520     694904       2974                0.6057142857142856
All clusters acceptable after: 206 iterations.
ID       Population  PopulationVariation  Compactness
1304     695740       3810                0.8597285067873304
2660     696495       4565                0.6268656716417911
809      690263       1667                0.7137546468401488
1472     696017       4087                0.7727272727272727
1491     689925       2005                0.6076923076923078
2322     691702       228                 0.7754010695187166
712      690677       1253                0.6011560693641618
1888     691046       884                 0.6961325966850829
579      689255       2675                0.8837209302325582
580      696896       4966                0.740506329113924
2685     689462       2468                0.6137339055793991
2505     692290       360                 0.591715976331361
2300     690162       1768                0.5561224489795918
2332     687097       4833                0.6666666666666667
All clusters acceptable after: 362 iterations.
ID       Population  PopulationVariation  Compactness
279      688566       3364                0.7734375
1736     689243       2687                0.8571428571428572
1865     695944       4014                0.7580645161290323
2505     691355       575                 0.592814371257485
1028     696670       4740                0.8981132075471698
746      692029       99                  0.8177966101694916
2059     693957       2027                0.7041420118343196
644      689331       2599                0.6871508379888268
1837     694866       2936                0.49650349650349646
1972     695209       3279                0.6867924528301887
1073     690782       1148                0.7058823529411764
288      694421       2491                0.7089947089947091
2800     687082       4848                0.5771428571428572
1829     687572       4358                0.6344827586206896
All clusters acceptable after: 141 iterations.
ID       Population  PopulationVariation  Compactness
872      689149       2781                0.8081632653061225
3019     693733       1803                0.7727272727272727
3016     694981       3051                0.7150259067357513
2311     690563       1367                0.7037037037037037
1794     690097       1833                0.5636363636363637
2786     689126       2804                0.5064935064935066
2491     689136       2794                0.677570093457944
2432     696232       4302                0.6990291262135923
2434     693448       1518                0.5846153846153845
2844     690437       1493                0.7551020408163265
942      696072       4142                0.680365296803653
933      689039       2891                0.7028301886792453
834      693180       1250                0.8084291187739463
819      691834       96                  0.8428571428571429
All clusters acceptable after: 268 iterations.
ID       Population  PopulationVariation  Compactness
2820     691712       218                 0.6495327102803738
297      688683       3247                0.7510729613733905
1680     687702       4228                0.7684210526315789
1726     696393       4463                0.8100558659217877
938      688417       3513                0.7356828193832599
2642     693606       1676                0.6904761904761905
972      690434       1496                0.8149466192170819
997      690117       1813                0.8565217391304347
2684     696853       4923                0.6931818181818181
2744     693916       1986                0.6328125
2554     695903       3973                0.7417840375586855
2528     687921       4009                0.7083333333333333
2917     694721       2791                0.7954545454545454
29       690649       1281                0.5988023952095809
All clusters acceptable after: 238 iterations.
ID       Population  PopulationVariation  Compactness
1324     686740       5190                0.8271604938271605
3010     696521       4591                0.8338983050847457
3011     691755       175                 0.7     
2181     694043       2113                0.7112970711297071
972      696156       4226                0.7661691542288558
2811     691047       883                 0.5798816568047338
336      692046       116                 0.6180257510729614
2586     689882       2048                0.6350710900473934
2780     692871       941                 0.5644171779141105
2092     689611       2319                0.7204301075268817
2765     693679       1749                0.75    
1891     692766       836                 0.4933333333333333
1655     689831       2099                0.6134969325153374
1660     690079       1851                0.7861635220125787
All clusters acceptable after: 209 iterations.
ID       Population  PopulationVariation  Compactness
2088     694264       2334                0.6802030456852792
1263     695622       3692                0.8166666666666667
581      687541       4389                0.6619047619047619
2367     690676       1254                0.6945812807881773
1946     695281       3351                0.6598984771573604
1244     694163       2233                0.8242677824267782
1233     690086       1844                0.7899159663865546
2516     688962       2968                0.6954022988505747
2517     688724       3206                0.5714285714285714
2941     694981       3051                0.7967032967032968
2890     693913       1983                0.5955882352941176
196      691695       235                 0.7234042553191489
664      690336       1594                0.6     
642      690783       1147                0.7096774193548387
All clusters acceptable after: 269 iterations.
ID       Population  PopulationVariation  Compactness
2714     688608       3322                0.619718309859155
899      694753       2823                0.8464566929133859
1730     694293       2363                0.7947368421052632
1778     692492       562                 0.6875  
1780     687235       4695                0.5691056910569106
145      696782       4852                0.7180851063829787
938      694853       2923                0.6342592592592593
2583     693423       1493                0.7009803921568627
2440     689934       1996                0.5766423357664234
656      689229       2701                0.6529411764705882
699      690947       983                 0.7671232876712328
696      692058       128                 0.6045197740112994
753      692864       934                 0.8686131386861313
989      689556       2374                0.8340425531914893
All clusters acceptable after: 233 iterations.
ID       Population  PopulationVariation  Compactness
38       689548       2382                0.5933333333333333
83       694650       2720                0.680473372781065
1642     697066       5136                0.6473684210526316
1433     691844       86                  0.6689189189189189
918      690044       1886                0.7171052631578947
243      693738       1808                0.7665198237885462
1142     688338       3592                0.688715953307393
1075     694647       2717                0.5947368421052632
2662     690100       1830                0.757847533632287
2651     691386       544                 0.6682242990654206
808      691212       718                 0.8669201520912547
861      688682       3248                0.8451327433628318
1963     696598       4668                0.7128205128205128
2398     689174       2756                0.8670212765957447
All clusters acceptable after: 233 iterations.
ID       Population  PopulationVariation  Compactness
2397     694187       2257                0.6548672566371682
2662     694698       2768                0.6633165829145728
303      689882       2048                0.8333333333333334
695      693990       2060                0.7342995169082125
613      690430       1500                0.7194570135746606
107      689424       2506                0.7142857142857143
1470     693513       1583                0.7570621468926554
1817     689671       2259                0.653061224489796
823      695240       3310                0.8867924528301887
2852     687819       4111                0.8617021276595744
2853     692367       437                 0.7674418604651163
1899     815066       123136              0.48309178743961356
1638     688627       3303                0.7442922374429224
1642     572113       119817              0.5112781954887218
All clusters acceptable after: 287 iterations.
ID       Population  PopulationVariation  Compactness
2013     690752       1178                0.5396825396825398
737      695999       4069                0.8826291079812206
1502     691481       449                 0.6158536585365854
1719     694939       3009                0.8068181818181819
1828     691061       869                 0.6685082872928176
2817     690928       1002                0.5531914893617021
193      692978       1048                0.6890756302521008
1696     690045       1885                0.6666666666666667
1033     694041       2111                0.8091603053435115
919      694434       2504                0.6431924882629108
287      687574       4356                0.7715355805243446
613      690008       1922                0.7339901477832512
1998     695524       3594                0.6130952380952381
2030     687263       4667                0.6012658227848101
All clusters acceptable after: 279 iterations.
ID       Population  PopulationVariation  Compactness
942      692264       334                 0.7723577235772358
2602     691577       353                 0.5923566878980892
1999     688488       3442                0.7129186602870814
260      690431       1499                0.6705202312138728
2835     691636       294                 0.755   
1525     690488       1442                0.5851851851851853
1046     687805       4125                0.7915057915057915
2351     694525       2595                0.6553398058252426
765      697001       5071                0.7863247863247863
769      692297       367                 0.8141592920353982
2469     693854       1924                0.7142857142857143
2472     691639       291                 0.6149068322981366
713      694683       2753                0.5829383886255924
643      690339       1591                0.686046511627907
All clusters acceptable after: 381 iterations.
ID       Population  PopulationVariation  Compactness
2058     690918       1012                0.6509803921568628
929      689010       2920                0.6040609137055837
2859     689160       2770                0.8007518796992481
2946     692556       626                 0.8255813953488372
738      694180       2250                0.7611336032388664
1155     693608       1678                0.8772727272727273
664      687086       4844                0.7797619047619048
2555     690741       1189                0.6923076923076923
614      690496       1434                0.7155963302752293
627      694378       2448                0.7282051282051283
1826     691381       549                 0.6703296703296704
1828     695013       3083                0.6258992805755396
1803     694844       2914                0.6910112359550562
1972     693656       1726                0.6589595375722543
All clusters acceptable after: 250 iterations.
ID       Population  PopulationVariation  Compactness
2643     687641       4289                0.7319148936170212
2869     688538       3392                0.72    
945      695461       3531                0.8559322033898304
1007     689429       2501                0.6923076923076923
1006     693002       1072                0.8215962441314554
54       690195       1735                0.7178217821782178
57       696830       4900                0.6012269938650308
2820     690064       1866                0.6491228070175439
2057     691315       615                 0.7205882352941176
1868     692810       880                 0.7965116279069767
2732     692204       274                 0.7623762376237624
2750     695364       3434                0.7151162790697674
580      693153       1223                0.852112676056338
504      691021       909                 0.699421965317919
All clusters acceptable after: 391 iterations.
ID       Population  PopulationVariation  Compactness
609      688014       3916                0.7192118226600985
1825     692572       642                 0.5960264900662251
1859     688098       3832                0.5533333333333333
2562     689118       2812                0.7016806722689075
1683     693418       1488                0.7687861271676301
1162     690964       966                 0.76953125
797      693729       1799                0.6716417910447761
944      696988       5058                0.8733031674208145
2112     696507       4577                0.7102803738317758
2586     694230       2300                0.5941176470588235
148      697242       5312                0.7248908296943232
145      687407       4523                0.7222222222222222
29       687355       4575                0.8365019011406845
2897     691385       545                 0.5465838509316769
All clusters acceptable after: 265 iterations.
ID       Population  PopulationVariation  Compactness
642      689548       2382                0.6457142857142857
1926     693857       1927                0.7370892018779343
1433     694349       2419                0.6666666666666667
39       693429       1499                0.631578947368421
1644     689053       2877                0.8379888268156425
2557     688380       3550                0.7539267015706806
1896     692545       615                 0.6623376623376623
1153     686913       5017                0.8991228070175439
81       696478       4548                0.6726457399103138
3014     689791       2139                0.654054054054054
1164     689012       2918                0.8515625
1166     692892       962                 0.5934579439252337
37       696150       4220                0.8389513108614233
2967     694630       2700                0.6768292682926829
All clusters acceptable after: 321 iterations.
Now the pool is closed and no longer available

real	61m19.723s
user	790m2.658s
sys	0m21.741s
ID       Population  PopulationVariation  Compactness
1644     692806       876                 0.8633879781420765
514      694391       2461                0.7511737089201878
2580     688193       3737                0.6470588235294117
2191     689608       2322                0.5923566878980892
340      691738       192                 0.7309417040358744
339      692672       742                 0.5523255813953488
1828     692386       456                 0.7     
1827     688572       3358                0.6346153846153846
745      693933       2003                0.8076923076923077
277      694581       2651                0.7642585551330798
877      693455       1525                0.778894472361809
2486     688221       3709                0.6844919786096257
2020     696782       4852                0.6610878661087867
2188     689689       2241                0.7268722466960352
All clusters acceptable after: 282 iterations.
ID       Population  PopulationVariation  Compactness
479      693217       1287                0.7543103448275862
1525     686845       5085                0.8852459016393442
288      689262       2668                0.6123595505617978
977      690105       1825                0.83203125
2505     695002       3072                0.6745283018867925
1813     693411       1481                0.6496815286624205
81       693822       1892                0.6234309623430963
669      689884       2046                0.7029702970297029
1895     695099       3169                0.5384615384615384
1892     695694       3764                0.5580110497237569
1485     694229       2299                0.6831683168316831
1484     687085       4845                0.7153284671532847
749      690157       1773                0.8516949152542372
1033     693215       1285                0.6205128205128205
All clusters acceptable after: 230 iterations.
ID       Population  PopulationVariation  Compactness
2612     696967       5037                0.6270270270270271
1778     691197       733                 0.7134502923976609
2512     691145       785                 0.5828877005347594
307      688527       3403                0.8403361344537815
1631     694161       2231                0.8505154639175257
933      691593       337                 0.7303921568627452
784      686967       4963                0.8571428571428572
840      690458       1472                0.7941176470588236
2973     692502       572                 0.7857142857142857
2954     691449       481                 0.5348837209302326
2663     692110       180                 0.7555555555555555
2670     695517       3587                0.6453488372093024
1699     692140       210                 0.7035398230088495
1700     692294       364                 0.6724137931034483
All clusters acceptable after: 272 iterations.
ID       Population  PopulationVariation  Compactness
2687     688949       2981                0.7245762711864407
2475     696176       4246                0.6585365853658536
648      693439       1509                0.677570093457944
336      696243       4313                0.6325301204819277
1436     690124       1806                0.6227544910179641
1505     687226       4704                0.7178217821782178
1496     690531       1399                0.6551724137931034
1099     696318       4388                0.5670995670995671
840      692444       514                 0.670940170940171
865      691214       716                 0.8559322033898304
385      689405       2525                0.8257575757575757
386      691829       101                 0.6751592356687899
1628     692453       523                 0.8563829787234043
1671     690676       1254                0.6436170212765957
All clusters acceptable after: 198 iterations.
ID       Population  PopulationVariation  Compactness
2565     695841       3911                0.6055555555555556
1153     689821       2109                0.8545454545454545
626      691325       605                 0.6720430107526882
2057     693215       1285                0.7114427860696517
1946     688689       3241                0.6826347305389222
548      695513       3583                0.8215613382899628
504      688683       3247                0.7878787878787878
2118     691104       826                 0.7268907563025211
2015     693137       1207                0.6923076923076923
3000     691313       617                 0.6439393939393939
1042     686855       5075                0.8492647058823529
1099     696859       4929                0.6666666666666667
2993     693977       2047                0.7934782608695652
2873     690695       1235                0.5802469135802469
All clusters acceptable after: 299 iterations.
ID       Population  PopulationVariation  Compactness
2819     689414       2516                0.6293706293706294
573      691775       155                 0.780373831775701
2426     693775       1845                0.7544910179640718
980      694416       2486                0.8211382113821138
977      690851       1079                0.8427947598253275
1491     687124       4806                0.7083333333333333
2310     688944       2986                0.756198347107438
2311     692887       957                 0.7149758454106281
389      693838       1908                0.7901785714285714
596      692915       985                 0.6261682242990654
2175     693804       1874                0.6509803921568628
2180     691092       838                 0.6560509554140128
2431     689651       2279                0.699421965317919
2430     696541       4611                0.5816993464052287
All clusters acceptable after: 242 iterations.
ID       Population  PopulationVariation  Compactness
1178     692573       643                 0.8376068376068376
645      692772       842                 0.7478632478632479
1016     690816       1114                0.87890625
1074     689590       2340                0.7730061349693251
1461     688496       3434                0.6375  
3002     693791       1861                0.8125  
630      690708       1222                0.7484276729559749
2603     692825       895                 0.5609756097560976
2354     690804       1126                0.825136612021858
1040     693440       1510                0.782608695652174
280      692308       378                 0.5815602836879432
2486     692277       347                 0.6386138613861386
1928     693062       1132                0.6886792452830188
1924     693565       1635                0.6387434554973822
All clusters acceptable after: 371 iterations.
ID       Population  PopulationVariation  Compactness
2933     694384       2454                0.7021276595744681
840      694998       3068                0.8130081300813008
870      687149       4781                0.8871595330739299
864      692822       892                 0.8395061728395061
993      688010       3920                0.5321637426900585
477      695532       3602                0.747787610619469
481      688930       3000                0.5630630630630631
1976     696526       4596                0.6086956521739131
1956     689996       1934                0.7598039215686274
1514     694968       3038                0.8548387096774194
1803     689721       2209                0.56    
1808     690153       1777                0.6416184971098267
89       692105       175                 0.6742081447963801
86       691733       197                 0.5843373493975903
All clusters acceptable after: 223 iterations.
ID       Population  PopulationVariation  Compactness
1488     689512       2418                0.6598639455782314
1853     692512       582                 0.7065217391304348
2688     688005       3925                0.6995515695067265
936      695453       3523                0.7721518987341772
509      692252       322                 0.7641921397379913
161      688639       3291                0.6506024096385542
307      696790       4860                0.8305084745762712
1470     694045       2115                0.7732558139534884
2732     687433       4497                0.6614583333333333
2731     691847       83                  0.6923076923076923
2853     694347       2417                0.7477064220183487
29       690902       1028                0.5497076023391814
835      689101       2829                0.6810344827586207
834      696189       4259                0.8796296296296297
All clusters acceptable after: 264 iterations.
ID       Population  PopulationVariation  Compactness
2549     687387       4543                0.6174863387978142
2776     690300       1630                0.6899563318777293
