I am using the following nodes: sn[094,106]
My job ID is: 415836
/gpfs/home/borwang
NUM CPUs 28
/gpfs/home/borwang
NUM CPUs 28
ID       Population  PopulationVariation  Compactness
2536     733545       41615               0.7337278106508875
All clusters acceptable after: 252 iterations.
ID       Population  PopulationVariation  Compactness
1687     791326       99396               0.7363636363636363
2799     758337       66407               0.6176470588235294
794      682624       9306                0.8511627906976744
2598     588273       103657              0.6714285714285715
581      681546       10384               0.860655737704918
985      739030       47100               0.651063829787234
2372     778068       86138               0.6962025316455696
284      673189       18741               0.8014981273408239
2440     674712       17218               0.6918604651162791
2438     632724       59206               0.6242038216560509
356      679637       12293               0.7058823529411764
357      594789       97141               0.55    
1644     718664       26734               0.6368421052631579
1645     694108       2178                0.6208791208791209
All clusters acceptable after: 152 iterations.
ID       Population  PopulationVariation  Compactness
1857     599272       92658               0.6183574879227054
2478     704146       12216               0.5988023952095809
2949     598307       93623               0.8271604938271605
2068     746406       54476               0.6379310344827587
2061     686125       5805                0.7434782608695651
2539     746995       55065               0.6878306878306879
2544     635640       56290               0.5182481751824817
903      762071       70141               0.8900709219858156
895      731896       39966               0.8493723849372385
1527     601893       90037               0.8518518518518519
345      761263       69333               0.7402597402597403
348      680894       11036               0.5612903225806452
1952     754332       62402               0.7268041237113403
2425     677787       14143               0.5887096774193548
All clusters acceptable after: 109 iterations.
ID       Population  PopulationVariation  Compactness
2974     646444       45486               0.7131147540983607
773      711498       19568               0.6680327868852459
2817     704346       12416               0.6705202312138728
1179     678965       12965               0.8165467625899281
2192     619265       72665               0.7374301675977654
1016     659997       31933               0.6145251396648045
2400     730224       38294               0.7333333333333334
1991     650240       41690               0.6993006993006994
339      754081       62151               0.6725663716814159
63       642905       49025               0.5786163522012578
1872     793430       101500              0.7100840336134453
1871     741274       49344               0.7571428571428571
1346     690361       1569                0.8130434782608695
3012     663997       27933               0.6574074074074074
All clusters acceptable after: 199 iterations.
ID       Population  PopulationVariation  Compactness
2400     713304       21374               0.7091836734693877
287      764684       72754               0.6172248803827751
268      702053       10123               0.6951219512195121
2212     753362       61432               0.7431192660550459
1575     656144       35786               0.8352272727272727
757      590879       101051              0.8817204301075269
1467     722721       30791               0.6556291390728477
1025     605275       86655               0.7333333333333334
2797     673494       18436               0.6729559748427674
2449     599022       92908               0.6328125
984      706619       14689               0.7546468401486989
985      663773       28157               0.82421875
2237     763032       71102               0.757201646090535
2011     772665       80735               0.6462264150943396
All clusters acceptable after: 190 iterations.
ID       Population  PopulationVariation  Compactness
523      689470       2460                0.7244897959183674
1865     728642       36712               0.7127659574468085
1766     710800       18870               0.6441717791411044
840      735633       43703               0.7130434782608696
1362     650369       41561               0.8428571428571429
3016     678351       13579               0.6815642458100559
2251     784070       92140               0.6565217391304348
1914     681819       10111               0.5643564356435644
1120     768062       76132               0.775974025974026
1136     638657       53273               0.8044444444444444
2936     596759       95171               0.6298342541436464
2916     646177       45753               0.5222222222222221
1841     704641       12711               0.6424581005586592
2801     673577       18353               0.6115702479338843
All clusters acceptable after: 167 iterations.
ID       Population  PopulationVariation  Compactness
2786     607670       84260               0.6871508379888268
2948     773862       81932               0.823728813559322
935      659758       32172               0.774468085106383
339      741851       49921               0.722943722943723
63       657470       34460               0.619718309859155
1845     765226       73296               0.7412280701754386
516      663061       28869               0.6855345911949686
809      716053       24123               0.7792207792207793
1899     651093       40837               0.7079207920792079
2762     595220       96710               0.6503496503496504
1453     667595       24335               0.8089887640449438
3008     784479       92549               0.6329113924050633
623      709034       17104               0.7568807339449541
636      694655       2725                0.689119170984456
All clusters acceptable after: 139 iterations.
ID       Population  PopulationVariation  Compactness
2795     684432       7498                0.6432748538011697
450      786028       94098               0.8269230769230769
1490     613973       77957               0.7278106508875739
1501     723496       31566               0.5657894736842105
2542     634958       56972               0.6571428571428571
2543     647145       44785               0.6220472440944882
2061     663357       28573               0.7428571428571429
153      773744       81814               0.6813725490196079
145      664708       27222               0.6208791208791209
2296     681206       10724               0.6865671641791045
1989     740573       48643               0.6923076923076923
1207     728947       37017               0.8419117647058824
1013     702478       10548               0.8197424892703863
1011     641982       49948               0.7762557077625571
All clusters acceptable after: 167 iterations.
ID       Population  PopulationVariation  Compactness
2865     643751       48179               0.8257575757575757
2855     642258       49672               0.6904761904761905
636      793588       101658              0.7306122448979592
282      736379       44449               0.5448275862068965
2835     733529       41599               0.5935828877005347
2409     772753       80823               0.806930693069307
2194     718280       26350               0.6809338521400778
2079     767628       75698               0.6811594202898551
2712     617724       74206               0.6413043478260869
2711     661985       29945               0.6477987421383649
1276     639176       52754               0.8028169014084507
1279     590994       100936              0.8412698412698413
975      767860       75930               0.7610619469026548
1073     601122       90808               0.678082191780822
All clusters acceptable after: 136 iterations.
ID       Population  PopulationVariation  Compactness
692      735326       43396               0.7205240174672489
2971     658001       33929               0.6521739130434783
1802     674455       17475               0.7030567685589519
287      738833       46903               0.7637130801687764
1357     773986       82056               0.8239700374531835
2092     786766       94836               0.6824034334763949
2444     687538       4392                0.5909090909090908
1642     648795       43135               0.5398773006134969
1662     753717       61787               0.7513513513513513
1625     650703       41227               0.6790123456790124
2847     673623       18307               0.8443579766536965
2932     618462       73468               0.5555555555555556
1172     695302       3372                0.6995073891625616
1160     591520       100410              0.8368421052631578
All clusters acceptable after: 138 iterations.
ID       Population  PopulationVariation  Compactness
1146     790779       98849               0.8862745098039215
281      659008       32922               0.5384615384615384
472      685597       6333                0.6995515695067265
1461     595653       96277               0.5398230088495575
1074     698239       6309                0.7014218009478673
1956     794744       102814              0.7183673469387755
2398     787266       95336               0.7352941176470589
145      590758       101172              0.6651785714285714
933      653561       38369               0.74609375
935      648836       43094               0.6650246305418719
2744     732704       40774               0.6368159203980099
2742     647039       44891               0.6536312849162011
526      762102       70172               0.6548223350253808
524      640741       51189               0.7735849056603774
All clusters acceptable after: 132 iterations.
ID       Population  PopulationVariation  Compactness
2584     608727       83203               0.5539568345323741
1488     685071       6859                0.5289256198347108
628      723771       31841               0.5909090909090908
752      716226       24296               0.8849557522123894
753      698253       6323                0.6355555555555555
2322     759133       67203               0.6082949308755761
2548     753919       61989               0.7186311787072244
2550     793156       101226              0.5821596244131455
742      667147       24783               0.8032786885245902
313      599911       92019               0.7388888888888889
1514     726930       35000               0.6866359447004609
2409     632266       59664               0.8026315789473684
2935     608136       83794               0.85    
2885     714381       22451               0.5979899497487438
All clusters acceptable after: 161 iterations.
ID       Population  PopulationVariation  Compactness
977      668942       22988               0.8766519823788547
277      734220       42290               0.7510373443983402
2182     593329       98601               0.8085106382978724
2192     712991       21061               0.6507177033492824
2943     776215       84285               0.7902097902097902
1950     696869       4939                0.6153846153846154
504      638596       53334               0.8622222222222222
582      656302       35628               0.7142857142857143
2078     792641       100711              0.6910569105691057
2079     704260       12330               0.6065573770491803
260      711725       19795               0.7488584474885844
262      653010       38920               0.6266666666666667
2792     747325       55395               0.7135922330097088
2546     600602       91328               0.5445544554455446
All clusters acceptable after: 134 iterations.
ID       Population  PopulationVariation  Compactness
784      735691       43761               0.8739130434782609
2035     643386       48544               0.5420560747663552
1055     619584       72346               0.6823529411764706
2987     729021       37091               0.7912087912087912
2996     717836       25906               0.6405228758169934
722      694393       2463                0.714859437751004
1107     789086       97156               0.8464163822525597
347      606605       85325               0.5561497326203209
626      682267       9663                0.593939393939394
143      678046       13884               0.6646706586826348
2337     648627       43303               0.5730994152046784
1851     737469       45539               0.6851851851851851
276      764647       72717               0.7796610169491526
277      640369       51561               0.7699530516431925
All clusters acceptable after: 115 iterations.
ID       Population  PopulationVariation  Compactness
702      632439       59491               0.7621951219512195
2401     759197       67267               0.8061224489795918
362      734097       42167               0.7808764940239044
1845     621382       70548               0.7619047619047619
1374     651498       40432               0.7336683417085428
1973     765930       74000               0.71900826446281
1876     698665       6735                0.7715736040609137
38       737403       45473               0.694267515923567
2578     672588       19342               0.5829145728643217
2583     621218       70712               0.625   
1190     760639       68709               0.8188679245283019
1206     649426       42504               0.831858407079646
197      659178       32752               0.5637254901960784
110      723367       31437               0.5612244897959184
All clusters acceptable after: 163 iterations.
ID       Population  PopulationVariation  Compactness
95       663120       28810               0.595890410958904
2312     644713       47217               0.6666666666666667
2599     789797       97867               0.6305418719211823
844      721645       29715               0.7613168724279835
845      760749       68819               0.722466960352423
1650     749705       57775               0.7970297029702971
119      618490       73440               0.74    
648      690533       1397                0.7278481012658228
542      714549       22619               0.6666666666666667
1040     666189       25741               0.8582089552238806
280      709801       17871               0.5580110497237569
2225     654707       37223               0.641025641025641
2199     639772       52158               0.5936073059360731
2193     663257       28673               0.6993464052287581
All clusters acceptable after: 145 iterations.
ID       Population  PopulationVariation  Compactness
874      727837       35907               0.7452471482889733
235      663159       28771               0.7198275862068966
2399     786950       95020               0.795   
337      768603       76673               0.5687203791469194
357      650374       41556               0.7542857142857142
1916     763501       71571               0.7127659574468085
1211     790825       98895               0.6779661016949152
1980     618514       73416               0.6571428571428571
1296     664423       27507               0.817351598173516
1357     644581       47349               0.7924528301886793
2893     654978       36952               0.5328947368421053
2889     616184       75746               0.6598639455782314
2461     599353       92577               0.7346938775510203
2705     737745       45815               0.5913978494623655
All clusters acceptable after: 122 iterations.
ID       Population  PopulationVariation  Compactness
1871     734775       42845               0.5621621621621622
1459     712917       20987               0.6618705035971223
1156     604951       86979               0.7511961722488039
1539     623260       68670               0.7407407407407407
692      713116       21186               0.6351351351351351
2639     651815       40115               0.7227722772277227
672      781708       89778               0.7427385892116183
674      599062       92868               0.6862745098039216
1502     599802       92128               0.7357512953367875
2604     653246       38684               0.6603773584905661
1447     773802       81872               0.6763285024154589
1969     743429       51499               0.63    
784      760883       68953               0.7885304659498208
840      734261       42331               0.9004149377593361
All clusters acceptable after: 129 iterations.
ID       Population  PopulationVariation  Compactness
307      590100       101830              0.8677685950413223
1859     759198       67268               0.7134502923976609
699      661429       30501               0.6939890710382514
1456     757925       65995               0.576271186440678
731      788251       96321               0.8844621513944223
730      764375       72445               0.6470588235294117
24       678461       13469               0.8057553956834532
2852     683915       8015                0.672316384180791
2300     688178       3752                0.7102272727272727
161      782562       90632               0.6059113300492611
182      590662       101268              0.5481927710843373
2305     617071       74859               0.6666666666666667
2536     706327       14397               0.6176470588235294
2732     618573       73357               0.5759493670886076
All clusters acceptable after: 99 iterations.
ID       Population  PopulationVariation  Compactness
2262     632608       59322               0.6580645161290323
2733     591264       100666              0.7119565217391304
2598     601218       90712               0.5140845070422535
265      782904       90974               0.6544715447154472
2974     779099       87169               0.8273381294964028
1152     725061       33131               0.8870967741935484
1157     704471       12541               0.6666666666666667
42       658751       33179               0.6273584905660378
1817     744229       52299               0.735632183908046
1462     594670       97260               0.5625  
280      660160       31770               0.689873417721519
2372     760742       68812               0.6576923076923077
565      655657       36273               0.6683168316831682
184      796193       104263              0.6789473684210526
All clusters acceptable after: 106 iterations.
ID       Population  PopulationVariation  Compactness
2995     742491       50561               0.8144329896907216
745      689129       2801                0.7379912663755459
1504     728590       36660               0.5693069306930694
840      702095       10165               0.7709923664122138
3012     588788       103142              0.8674033149171271
2079     765453       73523               0.6877637130801688
2191     620038       71892               0.652694610778443
2000     607233       84697               0.6931818181818181
2443     675926       16004               0.6688741721854304
2736     653906       38024               0.5862068965517242
524      697320       5390                0.7714285714285715
526      748173       56243               0.6536796536796536
2779     763993       72063               0.5647668393782384
69       703892       11962               0.5866666666666667
All clusters acceptable after: 174 iterations.
ID       Population  PopulationVariation  Compactness
301      718286       26356               0.7378640776699029
2345     632500       59430               0.6783625730994152
2028     753621       61691               0.6538461538461539
2491     676989       14941               0.7323232323232323
1024     678084       13846               0.8326359832635983
1763     675760       16170               0.698019801980198
2976     747630       55700               0.5966850828729282
2977     649013       42917               0.6330275229357798
255      744571       52641               0.6866952789699571
979      699458       7528                0.6864864864864865
822      627599       64331               0.8257261410788381
821      714084       22154               0.8418803418803419
1644     720710       28780               0.719047619047619
1645     648722       43208               0.8514285714285714
All clusters acceptable after: 166 iterations.
ID       Population  PopulationVariation  Compactness
2967     739102       47172               0.670995670995671
2163     697717       5787                0.7025862068965517
2410     624360       67570               0.8461538461538461
2799     599638       92292               0.5904761904761905
904      781769       89839               0.8444444444444444
916      713655       21725               0.8111587982832618
2456     643980       47950               0.5298013245033113
2578     619498       72432               0.6470588235294117
1508     795495       103565              0.7476635514018692
143      705782       13852               0.7486910994764397
2592     755160       63230               0.6517857142857143
1934     744996       53066               0.6716417910447761
925      608967       82963               0.7959183673469388
917      656908       35022               0.6798029556650247
All clusters acceptable after: 210 iterations.
ID       Population  PopulationVariation  Compactness
664      694048       2118                0.7307692307692308
575      736662       44732               0.8783269961977186
904      649545       42385               0.7769230769230769
751      684494       7436                0.897196261682243
2188     639677       52253               0.6685393258426966
2401     776237       84307               0.8584905660377359
2515     787694       95764               0.6867469879518072
1906     660787       31143               0.6158940397350994
1121     621928       70002               0.6402116402116402
2495     711459       19529               0.7018348623853211
2339     593234       98696               0.6145833333333333
1853     745945       54015               0.6042780748663101
2912     621896       70034               0.5854922279792747
2907     763421       71491               0.6335403726708074
All clusters acceptable after: 101 iterations.
ID       Population  PopulationVariation  Compactness
1934     782723       90793               0.6395939086294415
2871     632368       59562               0.6871165644171779
1367     639795       52135               0.8454935622317596
2555     734442       42512               0.49710982658959535
2631     783467       91537               0.7286245353159851
2645     716667       24737               0.5875706214689266
1785     603100       88830               0.6201550387596899
1980     593586       98344               0.8545454545454545
1868     791343       99413               0.8     
164      606030       85900               0.6923076923076923
1162     667005       24925               0.8384279475982532
655      649963       41967               0.7192982456140351
592      733885       41955               0.8810408921933086
333      752653       60723               0.7754237288135593
All clusters acceptable after: 150 iterations.
ID       Population  PopulationVariation  Compactness
1512     782027       90097               0.8210526315789474
1888     713939       22009               0.6242774566473989
500      675984       15946               0.711864406779661
1041     616825       75105               0.8458333333333333
764      666636       25294               0.8942307692307693
1969     599223       92707               0.7471264367816092
2206     639711       52219               0.7248908296943232
2205     720916       28986               0.7033492822966507
100      725961       34031               0.7287234042553192
102      777050       85120               0.6153846153846154
1453     765345       73415               0.6906077348066298
3008     627224       64706               0.6470588235294117
1013     762761       70831               0.5984555984555985
917      613425       78505               0.8066037735849056
All clusters acceptable after: 117 iterations.
ID       Population  PopulationVariation  Compactness
2790     640264       51666               0.5970149253731343
259      607155       84775               0.564625850340136
955      613310       78620               0.8009478672985781
820      749064       57134               0.8692579505300353
942      635278       56652               0.703030303030303
933      690862       1068                0.6863636363636363
1168     604088       87842               0.7929292929292929
2564     772376       80446               0.6370967741935484
1537     741016       49086               0.6909871244635193
1827     784695       92765               0.6132596685082873
2818     655423       36507               0.5434782608695652
1858     782182       90252               0.7048458149779735
1644     734525       42595               0.7731481481481481
1645     676789       15141               0.6858638743455497
All clusters acceptable after: 130 iterations.
ID       Population  PopulationVariation  Compactness
2951     591334       100596              0.6405228758169934
2059     782146       90216               0.6081632653061224
836      657981       33949               0.8027522935779816
1778     730767       38837               0.6593406593406593
1639     667981       23949               0.6961325966850829
1704     677303       14627               0.7134831460674158
806      653686       38244               0.8380566801619433
1040     655520       36410               0.8300395256916996
1457     733673       41743               0.4693877551020408
1500     766227       74297               0.5714285714285714
2560     748461       56531               0.7222222222222222
2525     613616       78314               0.6486486486486487
1118     639866       52064               0.6208530805687205
1121     768466       76536               0.596938775510204
All clusters acceptable after: 177 iterations.
ID       Population  PopulationVariation  Compactness
1048     591760       100170              0.7194570135746606
727      727302       35372               0.7700729927007299
729      708365       16435               0.8973214285714286
1519     661033       30897               0.8208092485549133
1575     592132       99798               0.7973856209150327
106      761449       69519               0.5515695067264574
2322     711318       19388               0.7094972067039106
2367     671307       20623               0.6046511627906976
2802     759157       67227               0.6685393258426966
2805     715625       23695               0.6335403726708074
2033     780520       88590               0.7328519855595668
2034     745383       53453               0.6805555555555556
1113     607836       84094               0.603448275862069
983      653840       38090               0.6047904191616766
All clusters acceptable after: 184 iterations.
ID       Population  PopulationVariation  Compactness
750      598854       93076               0.7846153846153846
1028     683536       8394                0.8699186991869918
169      731141       39211               0.7630331753554502
2045     688057       3873                0.641025641025641
1661     618558       73372               0.7804878048780488
2497     678772       13158               0.6281407035175879
2603     755232       63302               0.6126126126126126
1107     696525       4595                0.8143939393939394
984      735875       43945               0.6896551724137931
1859     739555       47625               0.6887417218543046
1470     733590       41660               0.6770833333333333
1575     614590       77340               0.5403726708074534
2718     723418       31488               0.6122448979591837
1922     689324       2606                0.7195121951219512
All clusters acceptable after: 166 iterations.
ID       Population  PopulationVariation  Compactness
2344     625616       66314               0.6160714285714286
163      603901       88029               0.7575757575757576
2312     784505       92575               0.6377551020408163
2384     670664       21266               0.7135135135135136
2527     690788       1142                0.7239819004524887
1346     593861       98069               0.8613861386138614
945      791446       99516               0.7411764705882353
2875     605580       86350               0.6875  
249      619246       72684               0.8647540983606558
338      769086       77156               0.722466960352423
339      742825       50895               0.6666666666666667
1840     669970       21960               0.5197368421052632
2401     779619       87689               0.7904761904761904
1956     739920       47990               0.6685714285714286
All clusters acceptable after: 205 iterations.
ID       Population  PopulationVariation  Compactness
2713     680718       11212               0.6612903225806452
1645     720911       28981               0.7046632124352332
1861     698610       6680                0.75625 
2483     639408       52522               0.5172413793103448
1935     669564       22366               0.7134146341463414
763      773393       81463               0.796812749003984
342      643057       48873               0.6910112359550562
2227     648867       43063               0.6570048309178744
489      679971       11959               0.7937219730941704
560      698665       6735                0.7272727272727273
2021     719305       27375               0.7219917012448133
1204     659397       32533               0.8071748878923767
2786     716639       24709               0.7870722433460076
2780     738522       46592               0.5274725274725275
All clusters acceptable after: 103 iterations.
ID       Population  PopulationVariation  Compactness
667      697917       5987                0.6666666666666667
1905     736283       44353               0.7817258883248731
2763     718648       26718               0.6099290780141844
2078     612631       79299               0.7004608294930876
2161     680230       11700               0.6666666666666667
282      686464       5466                0.6420454545454546
2461     700957       9027                0.6486486486486487
2705     593166       98764               0.7093023255813953
2942     751186       59256               0.671957671957672
2873     646404       45526               0.6470588235294117
841      746133       54203               0.799163179916318
999      640465       51465               0.816793893129771
935      751459       59529               0.8237547892720307
919      725084       33154               0.7257383966244726
All clusters acceptable after: 187 iterations.
ID       Population  PopulationVariation  Compactness
2491     601446       90484               0.617283950617284
975      616103       75827               0.6387434554973822
143      683363       8567                0.6994535519125683
2864     672238       19692               0.8540145985401459
394      766902       74972               0.6173469387755102
1799     689789       2141                0.6695278969957081
2310     751985       60055               0.5698324022346368
904      706694       14764               0.8859315589353612
730      675862       16068               0.8280542986425339
1643     643322       48608               0.738255033557047
1761     792884       100954              0.7582417582417582
1992     638021       53909               0.6728395061728395
695      739201       47271               0.7615062761506276
222      709217       17287               0.5379746835443038
All clusters acceptable after: 93 iterations.
ID       Population  PopulationVariation  Compactness
1873     688159       3771                0.6515837104072398
2061     697765       5835                0.759825327510917
1641     758763       66833               0.7320574162679425
1644     735124       43194               0.6296296296296297
710      604672       87258               0.6688311688311688
2896     674829       17101               0.5989583333333333
1825     726264       34334               0.6     
951      631125       60805               0.796   
2454     744523       52593               0.6201117318435754
1284     645712       46218               0.8578199052132701
964      672675       19255               0.8333333333333334
962      721788       29858               0.7619047619047619
1768     727834       35904               0.5800000000000001
2819     657794       34136               0.6030534351145038
All clusters acceptable after: 165 iterations.
Now the pool is closed and no longer available

real	21m14.771s
user	275m15.838s
sys	0m13.027s
ID       Population  PopulationVariation  Compactness
2714     776211       84281               0.7263681592039801
2832     604199       87731               0.8433734939759037
1464     690803       1127                0.6527777777777778
734      696726       4796                0.7882882882882882
705      614267       77663               0.6626506024096386
2322     770455       78525               0.5833333333333333
2261     671942       19988               0.7100591715976332
1045     626720       65210               0.8260869565217391
1025     774294       82364               0.8138686131386861
1024     763142       71212               0.7407407407407407
116      610761       81169               0.5255474452554745
2695     794504       102574              0.7167235494880546
1502     679781       12149               0.6544502617801047
1496     613222       78708               0.6339869281045751
All clusters acceptable after: 169 iterations.
ID       Population  PopulationVariation  Compactness
195      624406       67524               0.628930817610063
3012     629556       62374               0.7990654205607477
2810     624682       67248               0.6137931034482759
1461     775201       83271               0.656934306569343
1645     675347       16583               0.7119565217391304
1726     624232       67698               0.8231707317073171
2276     741210       49280               0.7831858407079646
2382     596132       95798               0.625668449197861
699      739971       48041               0.7208333333333333
224      791767       99837               0.6699999999999999
326      663360       28570               0.8212765957446808
871      695052       3122                0.7897196261682243
2869     725406       33476               0.8321917808219178
3006     780705       88775               0.6     
All clusters acceptable after: 186 iterations.
ID       Population  PopulationVariation  Compactness
941      598313       93617               0.7487179487179487
787      727278       35348               0.8705357142857143
2876     633526       58404               0.8599221789883269
2477     633751       58179               0.5905511811023623
504      701640       9710                0.7657992565055762
3010     772411       80481               0.6495327102803738
2835     711252       19322               0.7816091954022988
2007     649064       42866               0.572192513368984
1778     717483       25553               0.5562913907284768
99       640078       51852               0.6826347305389222
1490     762656       70726               0.6877637130801688
1504     758782       66852               0.7107843137254901
2344     605687       86243               0.6363636363636364
2270     775106       83176               0.6542553191489362
All clusters acceptable after: 194 iterations.
ID       Population  PopulationVariation  Compactness
1191     590690       101240              0.8237885462555066
2734     780819       88889               0.6408839779005524
542      691935       5                   0.8951310861423221
641      681610       10320               0.6419753086419753
2202     676906       15024               0.6825396825396826
2345     705582       13652               0.7070063694267517
2572     773513       81583               0.6056338028169015
1852     643507       48423               0.5942028985507246
1575     777718       85788               0.7159763313609467
1761     595524       96406               0.6305732484076434
840      717564       25634               0.9102564102564102
1501     647675       44255               0.6283783783783784
1112     751677       59747               0.6651583710407241
952      652307       39623               0.6852791878172588
All clusters acceptable after: 127 iterations.
ID       Population  PopulationVariation  Compactness
2918     649593       42337               0.5899280575539568
347      692665       735                 0.5751295336787565
235      635363       56567               0.7170731707317073
268      688250       3680                0.7192982456140351
765      784703       92773               0.902834008097166
2254     637694       54236               0.64    
951      712165       20235               0.8252788104089219
2614     692440       510                 0.6986301369863014
2821     731999       40069               0.8412698412698413
2820     742795       50865               0.5882352941176471
1179     622429       69501               0.8301158301158301
964      708769       16839               0.6373056994818653
2118     774344       82414               0.75    
2015     613818       78112               0.75    
All clusters acceptable after: 150 iterations.
ID       Population  PopulationVariation  Compactness
1979     611263       80667               0.7058823529411764
1807     688509       3421                0.6818181818181819
2717     700389       8459                0.6633663366336633
1922     697291       5361                0.6120218579234973
1953     787071       95141               0.7256637168141593
1954     629157       62773               0.7695852534562212
2899     703547       11617               0.8098859315589354
2894     644970       46960               0.7115384615384616
763      690710       1220                0.8369098712446352
581      759585       67655               0.8197879858657244
582      626649       65281               0.7215189873417722
1106     619836       72094               0.5895953757225434
1425     785702       93772               0.6173913043478261
2479     742348       50418               0.6474820143884892
All clusters acceptable after: 223 iterations.
ID       Population  PopulationVariation  Compactness
1816     642304       49626               0.6418918918918919
2330     635646       56284               0.6882352941176471
1575     667193       24737               0.6575342465753424
1645     637907       54023               0.5443786982248521
357      593626       98304               0.745   
323      794934       103004              0.6266094420600858
325      622308       69622               0.7929292929292929
1700     775437       83507               0.7772277227722773
1953     782544       90614               0.7425373134328358
69       634829       57101               0.6013986013986015
104      774088       82158               0.72    
2500     768378       76448               0.6157894736842106
970      755192       63262               0.8382838283828383
753      602641       89289               0.7106598984771574
All clusters acceptable after: 223 iterations.
ID       Population  PopulationVariation  Compactness
2183     649761       42169               0.6536312849162011
1513     652505       39425               0.6835443037974683
2828     774694       82764               0.8364485981308412
2191     784336       92406               0.6416666666666666
316      711362       19432               0.811965811965812
745      597161       94769               0.7333333333333334
96       657761       34169               0.6213017751479291
2036     687561       4369                0.6902654867256637
2887     680754       11176               0.583941605839416
2604     736548       44618               0.5654450261780104
2605     731609       39679               0.6687898089171975
542      653345       38585               0.854251012145749
2853     666020       25910               0.7405857740585774
2905     703610       11680               0.6818181818181819
All clusters acceptable after: 141 iterations.
ID       Population  PopulationVariation  Compactness
2971     601600       90330               0.6690140845070423
2137     794016       102086              0.7442922374429224
127      607707       84223               0.6353591160220995
790      714479       22549               0.864406779661017
622      685885       6045                0.7375  
665      725274       33344               0.7741935483870968
2726     739542       47612               0.6769911504424779
2452     722157       30227               0.7234042553191489
704      764451       72521               0.6470588235294117
627      623872       68058               0.5644171779141105
2434     716935       25005               0.6329787234042553
2791     609386       82544               0.6194690265486726
1274     784164       92234               0.7992424242424243
848      597559       94371               0.8817204301075269
All clusters acceptable after: 128 iterations.
ID       Population  PopulationVariation  Compactness
