I am using the following nodes: cn[070-071]
My job ID is: 418106
/gpfs/home/borwang
NUM CPUs 24
/gpfs/home/borwang
NUM CPUs 24
ID       Population  PopulationVariation  Compactness
2372     699165       7235                0.7486033519553073
2604     679259       12671               0.5838926174496644
613      706625       14695               0.7443181818181819
2744     674735       17195               0.6440677966101696
811      698639       6709                0.7813765182186234
910      682761       9169                0.8409090909090909
278      678117       13813               0.6402439024390244
2935     693013       1083                0.8629032258064516
2885     690846       1084                0.5915492957746479
2665     693261       1331                0.7217391304347827
2668     708040       16110               0.5842105263157895
ID       Population  PopulationVariation  Compactness
2405     695880       3950                0.8478260869565217
2470     696740       4810                0.634703196347032
1925     697983       6053                0.6944444444444444
763      687061       4869                0.7945205479452055
2775     679573       12357               0.625   
2776     681969       9961                0.6395348837209303
2730     692598       668                 0.6580310880829016
602      702067       10137               0.820627802690583
917      706099       14169               0.8491228070175438
307      681743       10187               0.6511627906976745
2954     700240       8310                0.7006369426751593
2957     688796       3134                0.5581395348837209
611      685628       6302                0.6538461538461539
634      690650       1280                0.7142857142857143
ID       Population  PopulationVariation  Compactness
2910     695567       3637                0.6033519553072626
1702     682818       9112                0.6906077348066298
822      675479       16451               0.8301886792452831
2623     704374       12444               0.7216117216117216
2597     696295       4365                0.6047904191616766
2971     701829       9899                0.4566473988439307
1504     675598       16332               0.5625  
730      686983       4947                0.8771929824561404
2364     699603       7673                0.6875  
2367     682635       9295                0.5668789808917197
329      701567       9637                0.8305785123966942
867      689173       2757                0.6403940886699507
1770     707498       15568               0.7944444444444445
1778     687608       4322                0.6875  
ID       Population  PopulationVariation  Compactness
1157     688674       3256                0.647887323943662
745      709176       17246               0.8083333333333333
760      698581       6651                0.851063829787234
1859     679876       12054               0.7354838709677419
645      687398       4532                0.7384615384615385
1761     707865       15935               0.8556701030927836
1759     689007       2923                0.5666666666666667
3040     675106       16824               0.6179775280898876
38       685826       6104                0.8185185185185185
2969     693149       1219                0.5414012738853503
113      702534       10604               0.6404494382022472
1701     694724       2794                0.6813725490196079
2636     681818       10112               0.6791666666666667
1920     693293       1363                0.6721311475409837
ID       Population  PopulationVariation  Compactness
68       700905       8975                0.6666666666666667
997      683296       8634                0.8345588235294118
2748     680165       11765               0.5572519083969465
2971     682218       9712                0.7688172043010753
1501     702648       10718               0.6036585365853658
941      687875       4055                0.757847533632287
597      678627       13303               0.6648936170212766
457      704247       12317               0.8032786885245902
437      686253       5677                0.6857142857142857
1778     698405       6475                0.7551020408163265
2488     696761       4831                0.7215189873417722
2642     689741       2189                0.5879396984924623
2357     709168       17238               0.5714285714285714
2367     686718       5212                0.7157360406091371
ID       Population  PopulationVariation  Compactness
1978     705416       13486               0.6507936507936508ID       Population  PopulationVariation  Compactness
2817     708789       16859               0.6835443037974683
989      689429       2501                0.8382978723404255
2232     708218       16288               0.6594827586206897
1067     687334       4596                0.7781954887218046
2401     676907       15023               0.8210526315789474
1831     682475       9455                0.611764705882353
1813     699720       7790                0.6038961038961039
611      689822       2108                0.7276785714285714
2166     695343       3413                0.7052631578947368
648      690232       1698                0.7330097087378641
2634     697746       5816                0.5705882352941176
102      689393       2537                0.6309523809523809
1033     679575       12355               0.7589285714285714
1025     692044       114                 0.6048780487804878
ID       Population  PopulationVariation  Compactness
2098     686513       5417                0.5945945945945945
584      682614       9316                0.712962962962963
1867     681855       10075               0.6699507389162562
2820     690150       1780                0.7393939393939394
854      684139       7791                0.8458498023715415
998      699357       7427                0.8281938325991189
2531     678766       13164               0.6157894736842106
1505     704558       12628               0.5510204081632653
347      708199       16269               0.7782101167315175
626      694611       2681                0.6358381502890174
1642     699167       7237                0.7614678899082569
1643     690956       974                 0.7398843930635839
1492     704969       13039               0.6767676767676767
2605     681173       10757               0.6066666666666667
ID       Population  PopulationVariation  Compactness
2636     680441       11489               0.7064220183486238
1296     696863       4933                0.8326530612244898
2900     696675       4745                0.6558441558441559
545      682248       9682                0.8518518518518519
2300     692702       772                 0.6313131313131313
2297     681683       10247               0.75    
2643     688850       3080                0.7336683417085428
2645     706740       14810               0.6616161616161615
291      676587       15343               0.7135678391959799
1121     707487       15557               0.5804597701149425
1834     706697       14767               0.6     
1833     684461       7469                0.6111111111111112
936      686655       5275                0.7908745247148289
919      698938       7008                0.6829268292682926
ID       Population  PopulationVariation  Compactness
1956     676677       15253               0.7012987012987013
1953     701089       9159                0.7899159663865546
2893     681035       10895               0.5985915492957746
2554     691484       446                 0.6275510204081632
244      685666       6264                0.8398268398268398
1858     693627       1697                0.6342592592592593
3010     696955       5025                0.9073359073359073
1206     699120       7190                0.6108597285067874
1190     694563       2633                0.9004524886877828
1937     676931       14999               0.45890410958904104
1642     706250       14320               0.5185185185185186
1643     691785       145                 0.7636363636363637
711      707283       15353               0.7167381974248928
717      684562       7368                0.7734806629834254
ID       Population  PopulationVariation  Compactness
2401     706173       14243               0.7158469945355191
984      696387       4457                0.6767676767676767
2586     699946       8016                0.6975806451612903
1196     694443       2513                0.7730769230769231
191      687538       4392                0.865546218487395
1742     678877       13053               0.7209302325581395
2536     705793       13863               0.6865671641791045
2665     679990       11940               0.7095238095238094
2666     699118       7188                0.5398773006134969
2991     693135       1205                0.7941176470588236
1484     682475       9455                0.7044334975369457
1444     697588       5658                0.6519337016574586
370      678139       13791               0.7873303167420814
372      687425       4505                0.7251184834123223
ID       Population  PopulationVariation  Compactness
333      676762       15168               0.8661087866108786
603      706079       14149               0.6923076923076923
2123     687887       4043                0.7307692307692308
1770     694467       2537                0.6602564102564102
820      695397       3467                0.8297872340425532
822      692939       1009                0.8443396226415094
2170     678296       13634               0.681592039800995
1971     680034       11896               0.8305084745762712
1964     702677       10747               0.6568047337278107
280      683082       8848                0.543046357615894
357      704921       12991               0.7018348623853211
337      685569       6361                0.6424242424242423
2459     699914       7984                0.7083333333333333
2585     699003       7073                0.5642458100558659
ID       Population  PopulationVariation  Compactness
2538     679581       12349               0.6473684210526316
2064     687182       4748                0.71875 
2867     695456       3526                0.8401486988847584
1707     702544       10614               0.725   
1708     696113       4183                0.6582278481012658
2994     687548       4382                0.7572254335260116
2874     700938       9008                0.5941176470588235
1889     699095       7165                0.6857142857142857
817      675756       16174               0.8937007874015748
856      709138       17208               0.8717948717948718
2329     684617       7313                0.7055837563451777
2298     682932       8998                0.6688311688311688
354      695732       3802                0.7073170731707317
353      690395       1535                0.5052083333333333
ID       Population  PopulationVariation  Compactness
2761     680384       11546               0.6555555555555556
1861     675324       16606               0.5851851851851853
3021     706779       14849               0.7417840375586855
2000     691108       822                 0.6775956284153005
2007     703303       11373               0.6914285714285715
1163     700832       8902                0.7720588235294118
264      700407       8477                0.6977777777777778
263      690305       1625                0.6120218579234973
903      688864       3066                0.890625
895      682523       9407                0.8738317757009346
1642     693641       1711                0.6111111111111112
1640     678461       13469               0.8439306358381503
1054     686334       5596                0.7669902912621359
1067     708762       16832               0.7106598984771574
ID       Population  PopulationVariation  Compactness
1113     705660       13730               0.6744186046511628
336      690511       1419                0.5221674876847291
1506     707216       15286               0.5602094240837696
1276     687251       4679                0.8032128514056225
1283     702522       10592               0.8532110091743119
2426     707339       15409               0.772020725388601
1895     698568       6638                0.7215909090909092
2825     681700       10230               0.668421052631579
2886     677270       14660               0.8422939068100359
2885     694194       2264                0.7254901960784313
627      683618       8312                0.7055555555555555
626      677770       14160               0.4770114942528736
2530     698763       6833                0.7669902912621359
2531     674645       17285               0.6545454545454545
ID       Population  PopulationVariation  Compactness
633      682823       9107                0.6228070175438596ID       Population  PopulationVariation  Compactness
412      703924       11994               0.7829787234042553
1877     690468       1462                0.674757281553398
921      707717       15787               0.8154506437768241
1822     677012       14918               0.6363636363636364
2182     680403       11527               0.751412429378531
969      701526       9596                0.7110091743119267
2424     705329       13399               0.61328125
2426     688478       3452                0.7032967032967032
280      689138       2792                0.6386138613861386
685      703634       11704               0.6473988439306358
40       678538       13392               0.6134969325153374
2907     691116       814                 0.832089552238806
2820     678594       13336               0.74    
2825     691150       780                 0.5442176870748299
ID       Population  PopulationVariation  Compactness
2730     700590       8660                0.7041420118343196
3011     698322       6392                0.8294573643410853
664      678087       13843               0.7     
2135     698603       6673                0.6224489795918368
2775     694123       2193                0.6580310880829016
2977     698393       6463                0.6954022988505747
1465     707505       15575               0.6496350364963503
2181     693595       1665                0.7104072398190044
2182     695310       3380                0.7714285714285715
1205     679684       12246               0.6956521739130435
2648     686660       5270                0.645320197044335
111      687185       4745                0.5502958579881656
834      681543       10387               0.8100358422939068
814      687427       4503                0.8625592417061612
ID       Population  PopulationVariation  Compactness
749      690883       1047                0.7016806722689075
748      689174       2756                0.8963963963963963
581      697460       5530                0.8656126482213439
2986     686493       5437                0.8033707865168539
3024     704039       12109               0.7234042553191489
1828     707400       15470               0.7085714285714286
1768     675404       16526               0.5496688741721854
1905     695456       3526                0.6487804878048781
1906     676628       15302               0.6163522012578616
2702     701773       9843                0.705607476635514
2491     695903       3973                0.6797752808988764
349      684645       7285                0.775   
628      701565       9635                0.7447916666666667
612      680204       11726               0.4342105263157895
ID       Population  PopulationVariation  Compactness
1022     701709       9779                0.8061674008810573
2634     679603       12327               0.5333333333333333
1842     678170       13760               0.6580310880829016
1482     688732       3198                0.7705882352941177
2610     676482       15448               0.721030042918455
2607     708418       16488               0.6337209302325582
1906     700325       8395                0.6868686868686869
610      676498       15432               0.6421052631578947
609      700817       8887                0.6540880503144655
1822     682510       9420                0.5031055900621118
1818     684280       7650                0.5114503816793894
977      696311       4381                0.8713692946058091
1099     707959       16029               0.7428571428571429
958      705213       13283               0.8365758754863813
ID       Population  PopulationVariation  Compactness
1940     687051       4879                0.7192118226600985
1529     702472       10542               0.786096256684492
749      689086       2844                0.8803418803418803
340      684773       7157                0.680473372781065
2188     692291       361                 0.6415094339622642
2061     697766       5836                0.6857142857142857
1013     698322       6392                0.6473029045643153
2991     704848       12918               0.828125
2990     693100       1170                0.5641025641025641
1802     692925       995                 0.6391752577319587
92       692939       1009                0.5235294117647059
1886     678819       13111               0.5633802816901409
388      687133       4797                0.8649789029535865
575      685502       6428                0.6740331491712708
ID       Population  PopulationVariation  Compactness
2711     707386       15456               0.5454545454545454
2779     706007       14077               0.6071428571428572
1470     699520       7590                0.845360824742268
1440     701510       9580                0.6556291390728477
1820     683050       8880                0.5751633986928104
1821     691393       537                 0.5800000000000001
855      689547       2383                0.7923076923076923
1189     693805       1875                0.8135593220338984
295      688991       2939                0.5795454545454546
2113     685418       6512                0.7029288702928871
539      687670       4260                0.6981132075471699
520      684003       7927                0.76    
307      687003       4927                0.711864406779661
335      681724       10206               0.8325991189427313
ID       Population  PopulationVariation  Compactness
1722     696923       4993                0.8074866310160428
1008     687987       3943                0.8007518796992481
1642     698482       6552                0.7636363636363637
760      677233       14697               0.8681818181818182
1074     709101       17171               0.6702127659574468
2230     692921       991                 0.6416184971098267
2747     675503       16427               0.6470588235294117
2113     698450       6520                0.7397959183673469
1876     685728       6202                0.6756756756756757
917      707212       15282               0.9042145593869731
925      676244       15686               0.7142857142857143
2797     688529       3401                0.6083333333333334
1433     708178       16248               0.668421052631579
1470     684536       7394                0.53551912568306
ID       Population  PopulationVariation  Compactness
830      706431       14501               0.868995633187773
680      703672       11742               0.7529880478087649
504      702169       10239               0.7122641509433962
2095     677577       14353               0.7133333333333334
1008     682212       9718                0.8357142857142857
1137     688020       3910                0.7136752136752137
2519     687907       4023                0.6327433628318584
2604     701605       9675                0.6083916083916083
2300     675086       16844               0.719047619047619
1950     698668       6738                0.7978723404255319
1074     706963       15033               0.6796116504854368
282      677947       13983               0.656441717791411
1482     697930       6000                0.620253164556962
2985     680840       11090               0.5140845070422535
ID       Population  PopulationVariation  Compactness
1886     705400       13470               0.6799999999999999
113      696786       4856                0.7657992565055762
2269     674670       17260               0.6473988439306358
2007     705487       13557               0.6445497630331753
1680     706794       14864               0.7885714285714286
1692     690932       998                 0.8218390804597702
1024     692899       969                 0.6373056994818653
394      691533       397                 0.8533834586466166
821      682203       9727                0.8518518518518519
830      675899       16031               0.9065420560747663
2747     693294       1364                0.6188118811881188
2748     687828       4102                0.735632183908046
284      704921       12991               0.5816326530612245
45       678381       13549               0.6266666666666667
ID       Population  PopulationVariation  Compactness
1888     680064       11866               0.6114649681528662ID       Population  PopulationVariation  Compactness
2687     676645       15285               0.6239316239316239
830      685734       6196                0.9033613445378151
1539     709181       17251               0.7067307692307692
1541     679069       12861               0.8114285714285714
879      675277       16653               0.7854077253218884
1502     698525       6595                0.574585635359116
528      687499       4431                0.6555023923444976
563      701160       9230                0.6020408163265306
2472     701957       10027               0.6322580645161291
1932     686088       5842                0.5729166666666667
1936     682987       8943                0.49677419354838714
2906     705336       13406               0.556338028169014
752      698329       6399                0.6764705882352942
1146     699240       7310                0.7970297029702971
ID       Population  PopulationVariation  Compactness
2861     704305       12375               0.8176795580110497
827      694567       2637                0.8601694915254238
562      691782       148                 0.6645962732919255
1798     686708       5222                0.5384615384615384
903      694565       2635                0.7764705882352941
861      678792       13138               0.876   
1912     708403       16473               0.5656565656565656
1898     675512       16418               0.6482758620689655
2621     683469       8461                0.6745283018867925
340      704481       12551               0.6352459016393442
1642     704854       12924               0.7652582159624413
2158     680805       11125               0.6223404255319149
2605     700987       9057                0.7258064516129032
1492     677797       14133               0.652694610778443
ID       Population  PopulationVariation  Compactness
969      688779       3151                0.8593155893536122
517      691946       16                  0.675   
739      678510       13420               0.8914027149321266
737      705602       13672               0.7010309278350515
2632     683693       8237                0.7300380228136882
607      697033       5103                0.8095238095238095
2399     708717       16787               0.8549222797927462
1839     683429       8501                0.6071428571428572
222      697033       5103                0.6418604651162791
697      698231       6301                0.5864197530864197
2510     679784       12146               0.7178217821782178
1974     686611       5319                0.6595744680851063
2815     688899       3031                0.6744186046511628
2822     698760       6830                0.6467065868263473
ID       Population  PopulationVariation  Compactness
2561     676145       15785               0.672514619883041
72       697134       5204                0.6390041493775933
3008     690757       1173                0.8412698412698413
2923     692890       960                 0.7170731707317073
162      676201       15729               0.7522935779816513
520      681356       10574               0.6666666666666667
989      706034       14104               0.7806691449814126
695      689378       2552                0.6428571428571428
2559     698928       6998                0.6369426751592357
1795     705963       14033               0.6223776223776224
2059     688641       3289                0.6617647058823529
2089     699351       7421                0.6577540106951871
754      676397       15533               0.7860082304526749
905      707852       15922               0.881578947368421
ID       Population  PopulationVariation  Compactness
1905     697265       5335                0.5919540229885057
2938     697249       5319                0.7514792899408285
813      690760       1170                0.9043062200956937
281      693969       2039                0.5757575757575757
2983     708428       16498               0.4407894736842105
2209     695280       3350                0.7173913043478262
688      684461       7469                0.575   
20       688866       3064                0.7052631578947368
985      700314       8384                0.7     
2011     682727       9203                0.6682692307692308
2012     683171       8759                0.6911764705882353
286      684184       7746                0.8282442748091603
167      705408       13478               0.8461538461538461
500      674945       16985               0.6868131868131868
ID       Population  PopulationVariation  Compactness
1159     679880       12050               0.7455357142857143
2036     695955       4025                0.7283950617283951
539      677588       14342               0.7782608695652173
1961     686202       5728                0.65    
2960     704978       13048               0.8435114503816794
970      693341       1411                0.851063829787234
287      682525       9405                0.764102564102564
356      688128       3802                0.6802325581395349
1813     700382       8452                0.6935483870967742
1825     695632       3702                0.5782312925170068
1521     704938       13008               0.7398843930635839
1476     707504       15574               0.676056338028169
2651     683016       8914                0.7048458149779735
2488     686958       4972                0.7102272727272727
ID       Population  PopulationVariation  Compactness
1432     708405       16475               0.6864864864864865
1819     682263       9667                0.6307692307692307
1191     692327       397                 0.8493723849372385
2952     693599       1669                0.510989010989011
2168     708045       16115               0.6940639269406392
2971     695578       3648                0.6331360946745562
2956     689821       2109                0.73125 
2269     679557       12373               0.6439024390243903
993      699628       7698                0.7992565055762082
307      679011       12919               0.6633165829145728
2103     687901       4029                0.6491228070175439
2045     694437       2507                0.68944099378882
504      682669       9261                0.9007633587786259
502      693786       1856                0.7445652173913043
ID       Population  PopulationVariation  Compactness
492      675960       15970               0.7230769230769231
350      699845       7915                0.774468085106383
837      696634       4704                0.70042194092827
1040     677568       14362               0.6808510638297872
2379     697016       5086                0.7083333333333333
1380     686186       5744                0.8235294117647058
3012     707984       16054               0.8591549295774648
1892     691604       326                 0.6528497409326425
2531     693803       1873                0.578125
2197     681065       10865               0.6736842105263158
1884     693950       2020                0.6167664670658682
2935     694594       2664                0.6335403726708074
1468     694407       2477                0.798941798941799
1473     696411       4481                0.5416666666666667
ID       Population  PopulationVariation  Compactness
151      684928       7002                0.6168831168831168
542      699046       7116                0.8376383763837638
1430     686927       5003                0.6257668711656441
2625     700899       8969                0.5782312925170068
972      678745       13185               0.673170731707317
2689     699817       7887                0.6401869158878505
2681     681948       9982                0.5858585858585859
336      698170       6240                0.6608187134502924
1769     696261       4331                0.731958762886598
2821     675099       16831               0.7305389221556886
1181     706205       14275               0.7701149425287357
1205     689520       2410                0.8325991189427313
608      691291       639                 0.7436974789915967
516      698171       6241                0.6703296703296704
ID       Population  PopulationVariation  Compactness
2830     679630       12300               0.6958762886597938ID       Population  PopulationVariation  Compactness
741      676987       14943               0.8388429752066116
1067     691538       392                 0.7330677290836654
852      680950       10980               0.8651162790697674
2873     693355       1425                0.8138297872340425
2485     700626       8696                0.704225352112676
1974     687085       4845                0.576271186440678
2786     690524       1406                0.6379310344827587
61       677954       13976               0.5878378378378378
541      692199       269                 0.7160493827160495
538      679753       12177               0.6588235294117647
2971     707895       15965               0.8146718146718147
1505     705248       13318               0.6     
1783     694968       3038                0.7462686567164178
1769     707945       16015               0.7443181818181819
ID       Population  PopulationVariation  Compactness
2745     689243       2687                0.6174496644295302
665      681065       10865               0.8192771084337349
798      675131       16799               0.6972972972972973
737      707524       15594               0.822742474916388
738      695055       3125                0.9023255813953488
144      697820       5890                0.6910994764397906
49       691949       19                  0.728643216080402
1478     683854       8076                0.6612903225806452
2093     708346       16416               0.693069306930693
2128     707237       15307               0.7231638418079096
2967     678949       12981               0.6914893617021276
2965     699495       7565                0.5357142857142857
1802     681125       10805               0.7294117647058824
1800     690234       1696                0.6596858638743455
ID       Population  PopulationVariation  Compactness
391      679791       12139               0.8253275109170306
2045     707799       15869               0.543859649122807
279      690466       1464                0.6368715083798883
2978     682508       9422                0.5875  
664      691211       719                 0.6563876651982379
2620     706896       14966               0.7112068965517242
2625     686570       5360                0.689873417721519
794      704010       12080               0.8734177215189873
1551     706339       14409               0.7450980392156863
1646     679235       12695               0.6931818181818181
999      677108       14822               0.8188679245283019
1048     707477       15547               0.6462882096069869
1434     688342       3588                0.6686046511627908
1440     679275       12655               0.6797385620915033
ID       Population  PopulationVariation  Compactness
2599     703847       11917               0.725   
1151     685681       6249                0.8144796380090498
2568     687791       4139                0.611764705882353
1037     687905       4025                0.8027522935779816
1923     701510       9580                0.696629213483146
1639     687211       4719                0.7692307692307692
29       697459       5529                0.7916666666666666
28       688757       3173                0.6506024096385542
1485     693600       1670                0.5549132947976878
1436     701839       9909                0.5410958904109588
655      696882       4952                0.586046511627907
538      693397       1467                0.8297872340425532
2124     682382       9548                0.775609756097561
2128     678766       13164               0.6703910614525139
ID       Population  PopulationVariation  Compactness
1496     688569       3361                0.6900826446280992
2536     681712       10218               0.6666666666666667
1656     707825       15895               0.7537688442211055
1655     697300       5370                0.695906432748538
723      682904       9026                0.5875  
582      677163       14767               0.8893129770992366
542      696452       4522                0.639240506329114
1858     692502       572                 0.6227544910179641
2464     685864       6066                0.7296296296296296
2707     706696       14766               0.5620915032679739
2177     686119       5811                0.768041237113402
2164     702620       10690               0.5657142857142857
784      676451       15479               0.7372881355932204
3012     704850       12920               0.9134199134199135
ID       Population  PopulationVariation  Compactness
2889     679166       12764               0.8470588235294118
2985     691379       551                 0.7570621468926554
357      683083       8847                0.5317919075144508
1150     694215       2285                0.9     
931      705200       13270               0.6     
2797     686589       5341                0.6025641025641026
1899     678327       13603               0.5379310344827586
401      691860       70                  0.803347280334728
1932     698743       6813                0.5841121495327103
1810     704214       12284               0.6538461538461539
1703     687306       4624                0.7243243243243243
607      691914       16                  0.7416267942583732
2184     695995       4065                0.6452991452991452
3019     699036       7106                0.6632124352331606
ID       Population  PopulationVariation  Compactness
2761     701746       9816                0.521505376344086
2296     701607       9677                0.6833333333333333
939      701020       9090                0.7872340425531915
71       679593       12337               0.6538461538461539
70       708867       16937               0.6470588235294117
1436     696012       4082                0.6666666666666667
1444     689766       2164                0.5949367088607596
1646     690952       978                 0.7105263157894737
1471     684840       7090                0.6794871794871795
1378     693965       2035                0.8303571428571428
633      683329       8601                0.7633587786259541
634      677569       14361               0.7320574162679425
1052     699576       7646                0.8327526132404182
265      678185       13745               0.6649214659685864
ID       Population  PopulationVariation  Compactness
1180     707049       15119               0.8157894736842105
2159     676845       15085               0.7556818181818181
3040     681177       10753               0.6905829596412556
2445     707441       15511               0.6126760563380282
918      708747       16817               0.7052631578947368
1839     708622       16692               0.7156862745098039
2777     686458       5472                0.6054054054054054
1015     702698       10768               0.7868217054263567
1025     685678       6252                0.7214611872146119
2847     684158       7772                0.6827586206896552
2784     676604       15326               0.7751937984496124
2780     688644       3286                0.5574712643678161
1639     688820       3110                0.719626168224299
1644     684086       7844                0.8068181818181819
ID       Population  PopulationVariation  Compactness
1949     690669       1261                0.525179856115108
2720     688497       3433                0.5035971223021583
523      676037       15893               0.6190476190476191
1632     685238       6692                0.8756476683937824
30       694327       2397                0.8115942028985508
337      688189       3741                0.6606060606060606
345      679114       12816               0.6439790575916231
1150     706435       14505               0.8666666666666667
383      708759       16829               0.8037735849056604
379      690333       1597                0.6813725490196079
111      699319       7389                0.7454545454545455
100      693699       1769                0.6939890710382514
1810     708297       16367               0.6939655172413793
1807     678114       13816               0.6666666666666667
ID       Population  PopulationVariation  Compactness
2775     700628       8698                0.5602409638554218ID       Population  PopulationVariation  Compactness
297      676119       15811               0.8     
2754     700166       8236                0.6451612903225806
2793     700154       8224                0.5057471264367817
933      705968       14038               0.8228346456692913
1349     698189       6259                0.8744186046511628
2124     696896       4966                0.7283236994219653
991      676846       15084               0.8545454545454545
984      701592       9662                0.6588235294117647
3033     685346       6584                0.7254098360655737
2184     694861       2931                0.6682242990654206
1861     679130       12800               0.6423841059602649
1437     692872       942                 0.6153846153846154
1655     689303       2627                0.6666666666666667
1660     689585       2345                0.7541899441340782
ID       Population  PopulationVariation  Compactness
1825     696379       4449                0.6710526315789473
1816     697489       5559                0.5945945945945945
1108     678594       13336               0.7433628318584071
1155     679673       12257               0.831858407079646
1190     708212       16282               0.8432055749128919
788      675406       16524               0.8414096916299559
81       704014       12084               0.7088122605363985
1806     703952       12022               0.7815533980582524
1805     682722       9208                0.651685393258427
717      692876       946                 0.6647398843930636
289      683013       8917                0.703125
1118     701710       9780                0.49132947976878616
1645     707023       15093               0.5838150289017341
1632     675964       15966               0.7647058823529411
ID       Population  PopulationVariation  Compactness
1022     708783       16853               0.8075471698113208
1027     698023       6093                0.817351598173516
265      686858       5072                0.7853881278538812
645      705327       13397               0.7052023121387283
1799     684167       7763                0.691304347826087
2310     691942       12                  0.6651376146788991
2406     683310       8620                0.8609625668449198
1074     687248       4682                0.7570621468926554
282      688439       3491                0.6481481481481481
1985     695829       3899                0.6703296703296704
1770     684211       7719                0.76    
2557     692340       410                 0.7336683417085428
37       690314       1616                0.8376383763837638
2967     690236       1694                0.6285714285714286
ID       Population  PopulationVariation  Compactness
2172     691051       879                 0.6348314606741573
2976     681682       10248               0.7349397590361446
2954     704247       12317               0.6054421768707483
707      675829       16101               0.7737556561085973
2968     704833       12903               0.7109826589595376
771      676589       15341               0.7848101265822784
972      704134       12204               0.7640449438202247
1204     694241       2311                0.8778280542986425
1946     694561       2631                0.711864406779661
1905     690868       1062                0.8057142857142857
297      682929       9001                0.6980392156862745
295      701135       9205                0.7     
2700     698565       6635                0.6805555555555556
2698     686363       5567                0.6825396825396826
ID       Population  PopulationVariation  Compactness
353      690097       1833                0.7096774193548387
712      692218       288                 0.6629213483146068
917      703496       11566               0.7674418604651163
925      680695       11235               0.5810055865921788
1979     689918       2012                0.8235294117647058
